,AGENCY,AGENCY NAME,CLASS TITLE,ETHNICITY,GENDER,STATUS,HRS PER WK,MONTHLY,ANNUAL
69833,530,24,507,3,1,0,40.0,4801.16,57613.92
69834,530,24,506,3,0,0,40.0,4288.52,51462.24
69837,530,24,220,3,0,0,40.0,4589.37,55072.44
69838,530,24,220,3,1,0,40.0,4657.65,55891.8
69839,530,24,506,3,0,0,40.0,5081.41,60976.92
69840,530,24,220,5,0,0,40.0,3293.41,39520.92
69841,530,24,48,3,0,0,40.0,2792.76,33513.12
69842,530,24,634,3,0,0,40.0,2173.48,26081.76
69843,530,24,48,3,0,0,40.0,2345.37,28144.44
69845,530,24,634,5,1,0,40.0,2272.41,27268.92
69846,530,24,701,3,0,0,40.0,4813.44,57761.28
69847,530,24,221,3,0,0,40.0,5044.13,60529.56
69849,530,24,634,3,0,0,40.0,2846.38,34156.56
69850,530,24,634,3,0,0,40.0,2880.44,34565.28
69853,530,24,509,3,0,0,40.0,3899.79,46797.48
69854,530,24,1095,3,0,0,40.0,4882.6,58591.2
69855,530,24,698,3,0,0,40.0,4594.73,55136.76
69856,530,24,698,3,1,0,40.0,4866.58,58398.96
69858,530,24,1360,5,0,0,40.0,4041.45,48497.4
69862,530,24,69,5,1,0,40.0,4365.74,52388.88
69864,530,24,402,5,0,0,40.0,12500.0,150000.0
69866,530,24,507,3,0,0,40.0,5121.62,61459.44
69870,530,24,507,3,0,0,40.0,5079.74,60956.88
69871,530,24,140,5,0,0,40.0,6363.0,76356.0
69874,530,24,236,2,0,0,40.0,2282.14,27385.68
69876,530,24,220,5,0,0,40.0,4589.36,55072.32
69879,530,24,506,3,0,0,40.0,4587.86,55054.32
69880,530,24,506,3,0,0,40.0,5109.74,61316.88
69881,530,24,220,2,0,0,40.0,4748.62,56983.44
69884,530,24,507,3,0,0,40.0,5149.59,61795.08
69885,530,24,1301,3,0,0,40.0,2640.3,31683.6
69886,530,24,221,3,0,0,40.0,5207.24,62486.88
69887,530,24,698,3,1,0,40.0,4644.15,55729.8
69891,530,24,220,3,0,0,40.0,4735.6,56827.2
69892,530,24,1009,3,0,0,40.0,5337.19,64046.28
69893,530,24,219,3,0,0,40.0,4639.89,55678.68
69895,530,24,221,5,0,0,40.0,5082.63,60991.56
69896,530,24,1007,3,1,0,40.0,4677.18,56126.16
69899,530,24,506,2,0,0,40.0,4689.7,56276.4
69900,530,24,1297,5,0,0,40.0,5800.45,69605.4
69903,530,24,221,5,0,0,40.0,4375.75,52509.0
69904,530,24,221,2,0,0,40.0,4759.17,57110.04
69905,530,24,507,5,1,0,40.0,4998.65,59983.8
69909,530,24,220,5,0,0,40.0,4602.09,55225.08
69912,530,24,1007,2,0,0,40.0,5244.03,62928.36
69914,530,24,48,2,0,0,40.0,2335.43,28025.16
69916,530,24,506,3,0,0,40.0,5354.17,64250.04
69917,530,24,853,2,0,0,40.0,6250.0,75000.0
69918,530,24,66,5,0,0,40.0,4008.18,48098.16
69919,530,24,50,5,0,0,40.0,3077.89,36934.68
69922,530,24,634,2,0,0,40.0,2356.34,28276.08
69923,530,24,220,2,1,0,40.0,4530.57,54366.84
69924,530,24,220,2,0,0,40.0,4521.41,54256.92
69928,530,24,220,5,0,0,40.0,4863.74,58364.88
69929,530,24,1008,5,0,0,40.0,6033.46,72401.52
69933,530,24,509,3,0,0,40.0,4117.43,49409.16
69934,530,24,634,3,0,0,40.0,2324.26,27891.12
69935,530,24,236,3,0,0,40.0,3027.78,36333.36
69937,530,24,506,3,0,0,40.0,4513.16,54157.92
69939,530,24,1009,5,0,0,40.0,4553.66,54643.92
69940,530,24,220,5,0,0,40.0,4838.09,58057.08
69941,530,24,507,5,0,0,40.0,4950.03,59400.36
69944,530,24,1360,5,0,0,40.0,3786.15,45433.8
69950,530,24,48,5,0,0,40.0,2719.58,32634.96
69952,530,24,50,2,0,0,40.0,2656.29,31875.48
69953,530,24,220,5,0,0,40.0,4853.88,58246.56
69954,530,24,220,5,0,0,40.0,4691.65,56299.8
69957,530,24,506,3,0,0,40.0,5461.16,65533.92
69961,530,24,48,3,0,0,40.0,2100.59,25207.08
69962,530,24,49,5,0,0,40.0,2304.04,27648.48
69965,530,24,67,3,1,0,40.0,3847.8,46173.6
69966,530,24,698,3,1,0,40.0,4727.78,56733.36
69967,530,24,1303,3,1,0,40.0,3586.29,43035.48
69969,530,24,1050,1,0,0,40.0,3718.85,44626.2
69973,530,24,1303,3,1,0,40.0,3535.07,42420.84
69976,530,24,899,3,0,0,40.0,4220.0,50640.0
69977,530,24,51,3,0,0,40.0,3211.19,38534.28
69978,530,24,277,3,0,0,40.0,5521.59,66259.08
69979,530,24,507,3,0,0,40.0,5351.78,64221.36
69982,530,24,634,3,1,0,40.0,2340.43,28085.16
69985,530,24,1303,3,0,0,40.0,3907.89,46894.68
69989,530,24,1051,3,0,0,40.0,4435.56,53226.72
69991,530,24,48,3,0,0,40.0,2738.61,32863.32
69992,530,24,220,3,0,0,40.0,4529.85,54358.2
69993,530,24,1095,5,0,0,40.0,5322.97,63875.64
70000,530,24,634,3,0,0,40.0,2469.53,29634.36
70001,530,24,220,3,0,0,40.0,4589.36,55072.32
70003,530,24,1051,3,1,0,40.0,3902.02,46824.24
70004,530,24,507,3,1,0,40.0,4849.6,58195.2
70008,530,24,48,3,0,0,40.0,2457.45,29489.4
70010,530,24,1008,3,0,0,40.0,3763.16,45157.92
70014,530,24,634,3,0,0,40.0,2396.25,28755.0
70015,530,24,634,3,1,0,40.0,2890.93,34691.16
70016,530,24,634,3,0,0,40.0,3047.53,36570.36
70017,530,24,509,3,0,0,40.0,3865.35,46384.2
70019,530,24,1296,3,1,0,40.0,4629.12,55549.44
70021,530,24,634,3,0,0,40.0,2127.72,25532.64
70024,530,24,48,3,1,0,40.0,2317.86,27814.32
70025,530,24,509,2,1,0,40.0,4846.24,58154.88
70026,530,24,507,2,1,0,40.0,5529.39,66352.68
70027,530,24,218,5,0,0,40.0,4241.75,50901.0
70031,530,24,220,3,0,0,40.0,4746.89,56962.68
70032,530,24,220,3,1,0,40.0,4831.05,57972.6
70033,530,24,236,3,0,0,40.0,3108.25,37299.0
70035,530,24,507,3,0,0,40.0,5362.57,64350.84
70041,530,24,49,3,0,0,40.0,2748.78,32985.36
70043,530,24,507,3,0,0,40.0,5599.12,67189.44
70044,530,24,1010,3,0,0,40.0,4713.63,56563.56
70045,530,24,236,3,1,0,40.0,2514.58,30174.96
70047,530,24,634,1,0,0,40.0,2321.27,27855.24
70049,530,24,220,3,0,0,40.0,4708.3,56499.6
70054,530,24,69,3,1,0,40.0,4251.56,51018.72
70058,530,24,48,3,0,0,40.0,2169.42,26033.04
70060,530,24,52,3,0,0,40.0,3917.3,47007.6
70062,530,24,698,3,0,0,40.0,4748.95,56987.4
70071,530,24,507,5,0,0,40.0,5694.18,68330.16
70072,530,24,221,2,0,0,40.0,4638.26,55659.12
70073,530,24,858,5,0,0,40.0,5784.58,69414.96
70074,530,24,48,2,0,0,40.0,2222.32,26667.84
70076,530,24,1052,1,0,0,40.0,4233.98,50807.76
70086,530,24,220,3,0,0,40.0,4554.24,54650.88
70087,530,24,1007,3,0,0,40.0,3608.34,43300.08
70088,530,24,68,3,0,0,40.0,4242.39,50908.68
70089,530,24,1007,3,1,0,40.0,5483.82,65805.84
70090,530,24,1051,5,0,0,40.0,4895.62,58747.44
70094,530,24,49,2,0,0,40.0,2194.33,26331.96
70096,530,24,220,2,0,0,40.0,4738.42,56861.04
70097,530,24,1051,5,0,0,40.0,4124.1,49489.2
70098,530,24,634,2,0,0,40.0,2614.05,31368.6
70103,530,24,1012,3,0,0,40.0,3373.04,40476.48
70104,530,24,219,0,0,0,40.0,4618.15,55417.8
70106,530,24,219,2,0,0,40.0,4734.03,56808.36
70107,530,24,1010,3,0,0,40.0,5278.85,63346.2
70108,530,24,1011,2,0,0,40.0,6496.88,77962.56
70109,530,24,1007,2,0,0,40.0,5349.19,64190.28
70110,530,24,507,2,0,0,40.0,4963.89,59566.68
70111,530,24,66,2,0,0,40.0,3831.09,45973.08
70112,530,24,856,1,0,0,40.0,6704.17,80450.04
70114,530,24,221,3,0,0,40.0,4893.13,58717.56
70117,530,24,220,3,0,0,40.0,4699.78,56397.36
70119,530,24,221,3,0,0,40.0,5013.94,60167.28
70122,530,24,220,3,0,0,40.0,4829.26,57951.12
70123,530,24,219,0,0,0,40.0,4531.38,54376.56
70124,530,24,220,3,0,0,40.0,4588.8,55065.6
70128,530,24,634,3,0,0,40.0,2234.1,26809.2
70129,530,24,48,3,0,0,40.0,2619.45,31433.4
70132,530,24,220,3,0,0,40.0,4850.24,58202.88
70133,530,24,634,3,0,0,40.0,2591.9,31102.8
70135,530,24,753,5,0,0,40.0,3499.6,41995.2
70136,530,24,507,1,0,0,40.0,5017.04,60204.48
70139,530,24,50,3,0,0,40.0,2791.93,33503.16
70141,530,24,506,3,0,0,40.0,4964.68,59576.16
70142,530,24,507,5,0,0,40.0,5300.92,63611.04
70143,530,24,221,5,1,0,40.0,4890.49,58685.88
70144,530,24,49,3,0,0,40.0,2604.47,31253.64
70146,530,24,1010,5,0,0,40.0,5444.22,65330.64
70147,530,24,220,2,0,0,40.0,4642.75,55713.0
70149,530,24,48,5,0,0,40.0,2609.49,31313.88
70150,530,24,753,2,0,0,40.0,3415.52,40986.24
70151,530,24,1398,5,1,0,40.0,4402.11,52825.32
70152,530,24,506,5,1,0,40.0,4915.75,58989.0
70154,530,24,506,5,0,0,40.0,5005.28,60063.36
70157,530,24,221,2,0,0,40.0,4983.79,59805.48
70158,530,24,1297,1,0,0,40.0,6562.5,78750.0
70160,530,24,218,2,0,0,40.0,4336.86,52042.32
70161,530,24,507,5,0,0,40.0,5212.09,62545.08
70162,530,24,221,2,0,0,40.0,3822.52,45870.24
70164,530,24,700,5,0,0,40.0,3943.61,47323.32
70165,530,24,66,5,0,0,40.0,3735.86,44830.32
70166,530,24,1007,2,0,0,40.0,4880.15,58561.8
70168,530,24,819,1,0,0,40.0,5833.33,69999.96
70170,530,24,1297,5,1,0,40.0,6360.24,76322.88
70171,530,24,48,3,1,0,40.0,2904.91,34858.92
70174,530,24,507,5,0,0,40.0,5238.34,62860.08
70175,530,24,507,3,1,0,40.0,4948.48,59381.76
70177,530,24,698,2,0,0,40.0,4886.54,58638.48
70178,530,24,596,5,0,0,40.0,2320.0,27840.0
70179,530,24,221,5,0,0,40.0,4787.3,57447.6
70180,530,24,634,5,0,0,40.0,2973.22,35678.64
70185,530,24,220,5,0,0,40.0,4758.55,57102.6
70190,530,24,69,2,0,0,40.0,4273.29,51279.48
70192,530,24,634,2,0,0,40.0,2282.15,27385.8
70196,530,24,1360,3,0,0,40.0,4096.27,49155.24
70197,530,24,596,3,0,0,40.0,2487.14,29845.68
70202,530,24,220,3,0,0,40.0,4579.29,54951.48
70203,530,24,700,5,0,0,40.0,5126.23,61514.76
70205,530,24,1010,5,0,0,40.0,4953.66,59443.92
70208,530,24,48,2,0,0,40.0,2357.6,28291.2
70210,530,24,220,2,0,0,40.0,4836.53,58038.36
70211,530,24,48,3,0,0,40.0,2165.92,25991.04
70212,530,24,69,5,0,0,40.0,4542.84,54514.08
70213,530,24,507,2,0,0,40.0,5427.36,65128.32
70214,530,24,218,2,0,0,40.0,4345.25,52143.0
70216,530,24,48,2,0,0,40.0,2771.29,33255.48
70220,530,24,220,5,0,0,40.0,4736.47,56837.64
70222,530,24,634,2,0,0,40.0,2247.47,26969.64
70229,530,24,220,2,0,0,40.0,4686.31,56235.72
70232,530,24,759,5,0,0,40.0,2909.83,34917.96
70233,530,24,1051,5,0,0,40.0,4164.65,49975.8
70234,530,24,220,3,0,0,40.0,4723.91,56686.92
70235,530,24,507,5,0,0,40.0,4633.12,55597.44
70236,530,24,656,2,0,0,40.0,4598.66,55183.92
70237,530,24,236,2,0,0,40.0,2361.63,28339.56
70240,530,24,280,5,0,0,40.0,3397.15,40765.8
70242,530,24,509,2,0,0,40.0,4947.48,59369.76
70245,530,24,1051,5,0,0,40.0,4161.05,49932.6
70246,530,24,220,2,0,0,40.0,4547.55,54570.6
70248,530,24,1051,5,0,0,40.0,4069.24,48830.88
70250,530,24,68,5,0,0,40.0,3968.85,47626.2
70251,530,24,1051,3,0,0,40.0,4138.8,49665.6
70254,530,24,506,2,0,0,40.0,4963.98,59567.76
70255,530,24,634,5,0,0,40.0,2134.53,25614.36
70256,530,24,698,5,1,0,40.0,4779.19,57350.28
70263,530,24,507,5,0,0,40.0,5327.67,63932.04
70265,530,24,634,2,0,0,40.0,2765.05,33180.6
70267,530,24,701,2,1,0,40.0,5416.67,65000.04
70268,530,24,1303,5,1,0,40.0,3475.0,41700.0
70269,530,24,507,3,0,0,40.0,5302.26,63627.12
70272,530,24,221,2,0,0,40.0,4497.9,53974.8
70273,530,24,853,5,1,0,40.0,4639.3,55671.6
70274,530,24,508,5,0,0,40.0,6645.81,79749.72
70275,530,24,634,2,0,0,40.0,2345.81,28149.72
70276,530,24,1009,5,0,0,40.0,4038.55,48462.6
70282,530,24,1295,3,0,0,40.0,3763.16,45157.92
70285,530,24,1009,2,0,0,40.0,4889.61,58675.32
70286,530,24,139,5,0,0,40.0,5616.24,67394.88
70287,530,24,1303,5,1,0,40.0,3369.3,40431.6
70289,530,24,506,2,0,0,40.0,4687.75,56253.0
70291,530,24,1096,5,0,0,40.0,5743.74,68924.88
70294,530,24,50,5,1,0,40.0,2762.71,33152.52
70296,530,24,1009,5,0,0,40.0,4224.31,50691.72
70298,530,24,398,2,1,0,40.0,9099.02,109188.24
70300,530,24,507,5,0,0,40.0,5252.78,63033.36
70302,530,24,1010,5,0,0,40.0,4707.74,56492.88
70303,530,24,220,2,0,0,40.0,4657.51,55890.12
70305,530,24,507,5,0,0,40.0,5028.33,60339.96
70307,530,24,507,5,0,0,40.0,5070.3,60843.6
70311,530,24,507,5,0,0,40.0,5758.57,69102.84
70312,530,24,220,2,0,0,40.0,4529.86,54358.32
70315,530,24,507,2,0,0,40.0,5693.28,68319.36
70318,530,24,634,2,0,0,40.0,2843.93,34127.16
70320,530,24,220,2,0,0,40.0,4723.91,56686.92
70321,530,24,219,2,0,0,40.0,4667.29,56007.48
70322,530,24,634,2,0,0,40.0,2173.48,26081.76
70324,530,24,163,5,1,0,40.0,5000.0,60000.0
70325,530,24,219,3,0,0,40.0,4270.89,51250.68
70327,530,24,50,2,0,0,40.0,3075.65,36907.8
70330,530,24,634,2,0,0,40.0,2256.11,27073.32
70331,530,24,506,2,0,0,40.0,4915.75,58989.0
70334,530,24,507,2,0,0,40.0,5479.52,65754.24
70336,530,24,48,5,0,0,40.0,2699.06,32388.72
70338,530,24,1360,3,0,0,40.0,5046.88,60562.56
70346,530,24,1035,5,1,0,40.0,5398.88,64786.56
70349,530,24,397,5,0,0,40.0,9459.93,113519.16
70350,530,24,507,5,0,0,40.0,5492.47,65909.64
70352,530,24,18,2,1,0,40.0,2885.4,34624.8
70354,530,24,507,2,0,0,40.0,5121.68,61460.16
70355,530,24,69,5,1,0,40.0,4607.06,55284.72
70356,530,24,220,3,0,0,40.0,4736.48,56837.76
70357,530,24,634,3,1,0,40.0,2992.97,35915.64
70359,530,24,220,2,0,0,40.0,4345.88,52150.56
70360,530,24,506,2,0,0,40.0,4881.78,58581.36
70361,530,24,50,3,1,0,40.0,2453.25,29439.0
70363,530,24,634,5,0,0,40.0,2522.62,30271.44
70364,530,24,51,1,0,0,40.0,2748.0,32976.0
70365,530,24,854,5,1,0,40.0,4716.33,56595.96
70366,530,24,221,2,0,0,40.0,5370.33,64443.96
70367,530,24,634,3,0,0,40.0,2505.33,30063.96
70369,530,24,236,2,0,0,40.0,2402.12,28825.44
70372,530,24,221,5,0,0,40.0,4919.83,59037.96
70373,530,24,856,5,0,0,40.0,5258.66,63103.92
70374,530,24,220,5,0,0,40.0,4467.99,53615.88
70375,530,24,506,5,1,0,40.0,5247.27,62967.24
70376,530,24,67,3,0,0,40.0,4290.74,51488.88
70377,530,24,1008,3,0,0,40.0,5121.0,61452.0
70378,530,24,221,3,0,0,40.0,4780.23,57362.76
70379,530,24,218,5,1,0,40.0,4023.16,48277.92
70380,530,24,220,2,0,0,40.0,4918.3,59019.6
70381,530,24,217,4,1,0,40.0,4008.18,48098.16
70382,530,24,220,3,0,0,40.0,4578.04,54936.48
70385,530,24,510,2,0,0,40.0,5608.52,67302.24
70389,530,24,221,5,0,0,40.0,4454.62,53455.44
70392,530,24,220,5,0,0,40.0,4808.3,57699.6
70395,530,24,221,0,0,0,40.0,5188.38,62260.56
70397,530,24,220,2,0,0,40.0,4576.3,54915.6
70399,530,24,168,5,0,0,40.0,5834.0,70008.0
70400,530,24,818,5,0,0,40.0,4256.77,51081.24
70402,530,24,508,2,0,0,40.0,5962.69,71552.28
70405,530,24,1010,5,0,0,40.0,5143.7,61724.4
70406,530,24,507,5,0,0,40.0,5372.56,64470.72
70412,530,24,220,2,1,0,40.0,4848.95,58187.4
70413,530,24,69,2,0,0,40.0,4322.13,51865.56
70415,530,24,856,5,0,0,40.0,5625.84,67510.08
70416,530,24,221,2,0,0,40.0,4719.64,56635.68
70418,530,24,220,2,0,0,40.0,4600.5,55206.0
70419,530,24,221,2,0,0,40.0,5108.75,61305.0
70423,530,24,1010,5,0,0,40.0,4847.46,58169.52
70424,530,24,1010,5,0,0,40.0,4828.59,57943.08
70425,530,24,220,5,0,0,40.0,4597.97,55175.64
70426,530,24,1010,2,0,0,40.0,5267.64,63211.68
70427,530,24,1050,5,0,0,40.0,3718.85,44626.2
70434,530,24,140,5,0,0,40.0,7425.38,89104.56
70436,530,24,66,3,1,0,40.0,3498.0,41976.0
70439,530,24,1149,5,0,0,40.0,4598.66,55183.92
70441,530,24,634,3,0,0,40.0,2234.11,26809.32
70443,530,24,221,3,0,0,40.0,5081.37,60976.44
70444,530,24,48,3,1,0,40.0,2808.31,33699.72
70446,530,24,220,3,1,0,40.0,4748.95,56987.4
70448,530,24,50,3,0,0,40.0,3272.4,39268.8
70449,530,24,753,3,0,0,40.0,3081.33,36975.96
70450,530,24,1009,3,0,0,40.0,5146.44,61757.28
70453,530,24,1008,5,0,0,40.0,5233.2,62798.4
70454,530,24,1007,5,0,0,40.0,3759.71,45116.52
70456,530,24,221,3,0,0,40.0,4915.75,58989.0
70458,530,24,397,3,0,0,40.0,7847.22,94166.64
70462,530,24,1007,2,0,0,40.0,4175.89,50110.68
70464,530,24,509,3,0,0,40.0,4889.61,58675.32
70465,530,24,18,3,0,0,40.0,2934.86,35218.32
70466,530,24,507,3,0,0,40.0,5195.71,62348.52
70467,530,24,509,3,1,0,40.0,4305.7,51668.4
70468,530,24,1010,3,0,0,40.0,4753.52,57042.24
70470,530,24,397,3,0,0,40.0,8342.4,100108.8
70471,530,24,634,5,0,0,40.0,2396.25,28755.0
70472,530,24,634,3,0,0,40.0,2352.62,28231.44
70473,530,24,1008,5,0,0,40.0,5793.88,69526.56
70475,530,24,221,5,1,0,40.0,5103.89,61246.68
70477,530,24,507,5,1,0,40.0,4698.82,56385.84
70478,530,24,220,2,0,0,40.0,3293.41,39520.92
70479,530,24,217,2,0,0,40.0,2816.65,33799.8
70480,530,24,220,2,0,0,40.0,4700.12,56401.44
70481,530,24,634,2,0,0,40.0,2528.09,30337.08
70482,530,24,220,2,0,0,40.0,4683.88,56206.56
70485,530,24,67,5,1,0,40.0,3950.21,47402.52
70486,530,24,507,5,0,0,40.0,5121.68,61460.16
70487,530,24,48,5,0,0,40.0,2158.15,25897.8
70490,530,24,634,5,1,0,40.0,2127.73,25532.76
70492,530,24,634,3,0,0,40.0,2387.73,28652.76
70495,530,24,1010,5,0,0,40.0,5220.99,62651.88
70496,530,24,698,5,1,0,40.0,4908.61,58903.32
70497,530,24,1010,5,0,0,40.0,5287.72,63452.64
70501,530,24,634,5,0,0,40.0,2234.11,26809.32
70502,530,24,397,5,1,0,40.0,6363.0,76356.0
70503,530,24,507,5,0,0,40.0,5121.62,61459.44
70505,530,24,507,2,0,0,40.0,5857.33,70287.96
70507,530,24,1011,3,0,0,40.0,5258.66,63103.92
70510,530,24,507,5,0,0,40.0,4429.56,53154.72
70514,530,24,1009,5,0,0,40.0,5509.85,66118.2
70515,530,24,68,5,0,0,40.0,4866.58,58398.96
70516,530,24,634,2,0,0,40.0,2202.19,26426.28
70517,530,24,69,5,0,0,40.0,4467.74,53612.88
70521,530,24,221,5,0,0,40.0,3520.33,42243.96
70522,530,24,1050,1,0,0,40.0,3937.73,47252.76
70523,530,24,1301,5,1,0,40.0,2453.25,29439.0
70526,530,24,507,5,0,0,40.0,5260.92,63131.04
70527,530,24,507,5,1,0,40.0,4682.36,56188.32
70530,530,24,506,2,0,0,40.0,4910.61,58927.32
70535,530,24,507,2,0,0,40.0,5311.46,63737.52
70536,530,24,69,5,0,0,40.0,4411.11,52933.32
70539,530,24,507,2,1,0,40.0,5551.57,66618.84
70540,530,24,219,5,0,0,40.0,4770.79,57249.48
70544,530,24,217,2,0,0,40.0,4055.58,48666.96
70547,530,24,900,2,1,0,40.0,4408.68,52904.16
70548,530,24,219,5,1,0,40.0,4508.15,54097.8
70550,530,24,48,5,0,0,40.0,2169.42,26033.04
70552,530,24,509,5,0,0,40.0,3786.15,45433.8
70555,530,24,220,3,0,0,40.0,4802.29,57627.48
70557,530,24,397,5,1,0,40.0,10125.0,121500.0
70560,530,24,220,2,0,0,40.0,4762.11,57145.32
70564,530,24,507,5,0,0,40.0,5253.69,63044.28
70565,530,24,506,2,0,0,40.0,4083.82,49005.84
70566,530,24,698,5,0,0,40.0,4528.9,54346.8
70567,530,24,510,5,1,0,40.0,4684.69,56216.28
70569,530,24,507,5,1,0,40.0,5376.39,64516.68
70572,530,24,220,5,1,1,20.0,2197.69,26372.28
70573,530,24,856,2,0,0,40.0,6007.99,72095.88
70575,530,24,68,2,1,0,40.0,4043.85,48526.2
70576,530,24,69,5,0,0,40.0,4447.15,53365.8
70578,530,24,700,5,0,0,40.0,5081.37,60976.44
70579,530,24,634,2,0,0,40.0,2561.7,30740.4
70581,530,24,221,2,0,0,40.0,5199.65,62395.8
70582,530,24,219,2,0,0,40.0,3408.15,40897.8
70584,530,24,634,3,0,0,40.0,2386.03,28632.36
70585,530,24,700,3,0,0,40.0,3774.01,45288.12
70586,530,24,509,3,0,0,40.0,4449.59,53395.08
70587,530,24,220,3,0,0,40.0,4809.54,57714.48
70588,530,24,221,3,0,0,40.0,4910.4,58924.8
70589,530,24,507,3,1,0,40.0,5310.52,63726.24
70596,530,24,220,5,0,0,40.0,4838.08,58056.96
70600,530,24,853,3,0,0,40.0,6250.0,75000.0
70601,530,24,1008,3,0,0,40.0,5099.35,61192.2
70605,530,24,506,3,1,0,40.0,4915.74,58988.88
70606,530,24,1299,1,1,0,40.0,5784.58,69414.96
70615,530,24,220,3,0,0,40.0,4670.2,56042.4
70618,530,24,221,5,0,0,40.0,5282.52,63390.24
70621,530,24,596,2,0,0,40.0,2706.38,32476.56
70622,530,24,221,5,0,0,40.0,5072.43,60869.16
70630,530,24,596,2,0,0,40.0,2847.31,34167.72
70631,530,24,219,3,1,0,40.0,4770.79,57249.48
70632,530,24,221,2,0,0,40.0,4915.75,58989.0
70633,530,24,634,2,0,0,40.0,2723.55,32682.6
70635,530,24,634,2,0,0,40.0,2306.99,27683.88
70639,530,24,220,2,0,0,40.0,4402.34,52828.08
70640,530,24,507,5,0,0,40.0,5231.42,62777.04
70642,530,24,1007,2,0,0,40.0,5585.99,67031.88
70645,530,24,219,2,0,0,40.0,4152.72,49832.64
70647,530,24,698,5,1,0,40.0,4490.53,53886.36
70648,530,24,221,5,0,0,40.0,4698.44,56381.28
70649,530,24,853,5,1,0,40.0,5796.5,69558.0
70650,530,24,510,3,0,0,40.0,4793.71,57524.52
70651,530,24,18,1,0,0,40.0,3024.57,36294.84
70652,530,24,634,2,0,0,40.0,2312.3,27747.6
70654,530,24,220,5,0,0,40.0,4697.97,56375.64
70656,530,24,139,5,1,0,40.0,5521.59,66259.08
70660,530,24,68,2,1,0,40.0,4359.61,52315.32
70662,530,24,221,5,0,0,40.0,4919.82,59037.84
70663,530,24,220,5,0,0,40.0,4750.22,57002.64
70666,530,24,507,5,0,0,40.0,5265.93,63191.16
70667,530,24,221,3,0,0,40.0,4272.87,51274.44
70668,530,24,70,2,0,0,40.0,5047.49,60569.88
70669,530,24,506,5,0,0,40.0,5183.45,62201.4
70670,530,24,220,2,1,0,40.0,4748.95,56987.4
70672,530,24,221,3,0,0,40.0,5003.88,60046.56
70675,530,24,507,5,0,0,40.0,4301.16,51613.92
70676,530,24,507,1,0,0,40.0,4301.16,51613.92
70678,530,24,1007,2,0,0,40.0,3520.33,42243.96
70679,530,24,506,2,0,0,40.0,4978.5,59742.0
70680,530,24,220,2,1,0,40.0,4402.38,52828.56
70684,530,24,507,5,0,0,40.0,5076.03,60912.36
70685,530,24,626,5,0,0,40.0,5077.35,60928.2
70686,530,24,506,5,0,0,40.0,4858.44,58301.28
70688,530,24,1297,5,1,0,40.0,6527.37,78328.44
70690,530,24,220,2,0,0,40.0,4807.23,57686.76
70692,530,24,218,2,1,0,40.0,4098.31,49179.72
70694,530,24,506,2,0,0,40.0,4964.69,59576.28
70700,530,24,220,2,0,0,40.0,4808.3,57699.6
70702,530,24,634,5,0,0,40.0,2276.66,27319.92
70703,530,24,509,2,0,0,40.0,3611.6,43339.2
70706,530,24,67,2,0,0,40.0,3875.21,46502.52
70707,530,24,634,5,0,0,40.0,2480.11,29761.32
70710,530,24,1295,1,1,0,40.0,4148.88,49786.56
70711,530,24,1095,2,0,0,40.0,3763.16,45157.92
70713,530,24,220,2,0,0,40.0,4511.68,54140.16
70714,530,24,506,2,0,0,40.0,5006.41,60076.92
70715,530,24,70,2,0,0,40.0,4430.45,53165.4
70716,530,24,220,2,0,0,40.0,4698.94,56387.28
70718,530,24,220,2,0,0,40.0,4599.93,55199.16
70720,530,24,48,3,0,0,40.0,2249.55,26994.6
70721,530,24,218,3,0,0,40.0,4309.0,51708.0
70724,530,24,698,5,1,0,40.0,4528.89,54346.68
70728,530,24,397,5,1,0,40.0,6994.99,83939.88
70729,530,24,1007,5,0,0,40.0,3902.4,46828.8
70730,530,24,220,2,0,0,40.0,4513.32,54159.84
70736,530,24,509,3,1,0,40.0,5029.13,60349.56
70739,530,24,509,2,0,0,40.0,3732.07,44784.84
70741,530,24,506,5,0,0,40.0,5161.53,61938.36
70745,530,24,506,5,0,0,40.0,5050.19,60602.28
70747,530,24,220,2,1,0,40.0,4576.31,54915.72
70750,530,24,69,5,0,0,40.0,4375.59,52507.08
70752,530,24,220,5,0,0,40.0,4534.82,54417.84
70758,530,24,507,2,0,0,40.0,5079.92,60959.04
70759,530,24,1303,5,1,0,40.0,3547.09,42565.08
70762,530,24,70,2,0,0,40.0,5746.66,68959.92
70764,530,24,220,2,0,0,40.0,4848.94,58187.28
70767,530,24,140,5,1,0,40.0,8986.49,107837.88
70769,530,24,220,5,0,0,40.0,4476.3,53715.6
70770,530,24,507,5,0,0,40.0,5342.25,64107.0
70776,530,24,1009,2,0,0,40.0,4305.0,51660.0
70777,530,24,69,5,0,0,40.0,4597.83,55173.96
70779,530,24,1008,2,0,0,40.0,5391.45,64697.4
70780,530,24,220,2,0,0,40.0,4510.51,54126.12
70782,530,24,507,5,0,0,40.0,5300.88,63610.56
70783,530,24,220,2,0,0,40.0,4692.3,56307.6
70786,530,24,220,5,0,0,40.0,4760.11,57121.32
70787,530,24,506,2,0,0,40.0,5035.01,60420.12
70789,530,24,220,5,0,0,40.0,4862.92,58355.04
70792,530,24,507,5,0,0,40.0,5404.15,64849.8
70795,530,24,1360,2,0,0,40.0,5195.91,62350.92
