,AGENCY,AGENCY NAME,CLASS TITLE,ETHNICITY,GENDER,STATUS,HRS PER WK,MONTHLY,ANNUAL
31431,529,40,1016,5,0,0,40.0,4023.16,48277.92
31432,529,40,1094,3,0,0,40.0,3425.14,41101.68
31433,529,40,784,2,1,0,40.0,3414.14,40969.68
31434,529,40,394,2,1,0,40.0,2105.83,25269.96
31435,529,40,394,2,0,0,40.0,1962.83,23553.96
31436,529,40,1343,5,0,0,40.0,2632.29,31587.48
31437,529,40,396,5,1,0,40.0,7000.0,84000.0
31438,529,40,1059,2,1,0,40.0,20500.0,246000.0
31439,529,40,612,2,0,0,40.0,4376.49,52517.88
31440,529,40,1054,1,1,0,40.0,2312.85,27754.2
31441,529,40,394,2,0,0,40.0,2312.84,27754.08
31442,529,40,72,5,0,0,40.0,10416.67,125000.04
31443,529,40,1006,5,0,0,40.0,4639.09,55669.08
31444,529,40,1054,2,1,0,40.0,2082.74,24992.88
31445,529,40,856,5,1,0,40.0,7595.36,91144.32
31446,529,40,905,5,1,0,40.0,6050.0,72600.0
31447,529,40,394,1,0,0,40.0,2260.66,27127.92
31448,529,40,392,2,0,0,40.0,2883.9,34606.8
31449,529,40,854,5,0,0,40.0,4598.66,55183.92
31450,529,40,49,5,0,0,40.0,2406.63,28879.56
31451,529,40,853,3,1,0,40.0,6511.63,78139.56
31452,529,40,50,5,0,0,40.0,2602.59,31231.08
31453,529,40,903,5,1,0,40.0,5159.25,61911.0
31454,529,40,391,1,1,0,40.0,2514.1,30169.2
31455,529,40,612,3,1,0,40.0,4550.87,54610.44
31456,529,40,394,3,0,0,40.0,2312.84,27754.08
31457,529,40,21,3,0,0,40.0,5200.0,62400.0
31459,529,40,394,2,0,0,40.0,1962.84,23554.08
31460,529,40,394,2,1,0,40.0,2260.66,27127.92
31461,529,40,394,3,0,0,40.0,1962.83,23553.96
31462,529,40,1123,5,1,0,40.0,2372.97,28475.64
31463,529,40,235,5,0,0,40.0,2031.29,24375.48
31465,529,40,1239,5,0,0,40.0,3766.75,45201.0
31466,529,40,584,2,0,0,40.0,5000.0,60000.0
31467,529,40,394,2,1,0,40.0,2031.52,24378.24
31468,529,40,391,2,0,0,40.0,2246.4,26956.8
31469,529,40,393,2,0,0,40.0,2801.07,33612.84
31471,529,40,700,5,1,0,40.0,3763.16,45157.92
31472,529,40,1344,1,0,0,40.0,3433.7,41204.4
31473,529,40,856,2,0,0,40.0,6380.81,76569.72
31474,529,40,1089,5,0,0,40.0,3763.16,45157.92
31475,529,40,1055,2,1,0,40.0,2302.34,27628.08
31476,529,40,903,1,0,0,40.0,4814.86,57778.32
31477,529,40,904,1,0,0,40.0,5513.49,66161.88
31478,529,40,394,1,0,0,40.0,1962.84,23554.08
31479,529,40,71,1,0,0,40.0,8185.22,98222.64
31480,529,40,904,1,0,0,40.0,5508.17,66098.04
31481,529,40,1343,1,1,0,40.0,2833.39,34000.68
31482,529,40,392,2,1,0,40.0,2408.59,28903.08
31483,529,40,1123,2,0,0,40.0,2213.08,26556.96
31484,529,40,1054,2,1,0,40.0,2317.74,27812.88
31485,529,40,397,2,1,0,40.0,10467.89,125614.68
31486,529,40,147,2,0,0,40.0,4660.06,55920.72
31487,529,40,949,5,1,0,40.0,12197.81,146373.72
31488,529,40,235,3,0,0,40.0,2102.38,25228.56
31489,529,40,597,3,0,0,40.0,2678.1,32137.2
31490,529,40,1342,3,0,0,40.0,2460.08,29520.96
31491,529,40,1120,1,0,0,40.0,7260.41,87124.92
31492,529,40,288,2,0,0,40.0,1865.28,22383.36
31493,529,40,394,1,1,0,40.0,2312.84,27754.08
31494,529,40,1296,5,0,0,40.0,5350.0,64200.0
31495,529,40,277,2,0,0,40.0,5415.2,64982.4
31496,529,40,1124,2,0,0,40.0,2760.72,33128.64
31497,529,40,1238,3,1,0,40.0,3405.65,40867.8
31498,529,40,50,3,0,0,40.0,2602.59,31231.08
31499,529,40,1054,3,1,0,40.0,1967.74,23612.88
31500,529,40,235,3,0,0,40.0,2031.29,24375.48
31501,529,40,1115,3,0,0,40.0,4397.81,52773.72
31502,529,40,361,5,0,0,40.0,5556.71,66680.52
31503,529,40,783,3,1,0,40.0,3370.69,40448.28
31504,529,40,784,3,0,0,40.0,3410.42,40925.04
31505,529,40,593,2,0,0,40.0,3520.33,42243.96
31506,529,40,673,2,0,0,40.0,2816.7,33800.4
31507,529,40,784,2,0,0,40.0,3415.96,40991.52
31508,529,40,365,2,1,0,40.0,13333.33,159999.96
31509,529,40,1054,3,1,0,40.0,2034.65,24415.8
31510,529,40,1057,2,1,0,40.0,2828.78,33945.36
31511,529,40,903,2,1,0,40.0,5005.02,60060.24
31512,529,40,1119,2,0,0,40.0,5039.92,60479.04
31513,529,40,236,5,0,0,40.0,2498.05,29976.6
31514,529,40,235,5,0,0,40.0,1981.75,23781.0
31515,529,40,391,5,1,0,40.0,2514.1,30169.2
31516,529,40,945,3,0,0,40.0,3184.3,38211.6
31518,529,40,282,3,0,0,40.0,4023.16,48277.92
31519,529,40,898,3,1,0,40.0,3458.08,41496.96
31520,529,40,905,3,0,0,40.0,4598.66,55183.92
31521,529,40,18,2,1,0,40.0,3500.0,42000.0
31522,529,40,597,5,0,0,40.0,2632.29,31587.48
31523,529,40,610,3,0,0,40.0,3293.41,39520.92
31524,529,40,1343,3,0,0,40.0,3217.25,38607.0
31525,529,40,597,3,1,0,40.0,2911.74,34940.88
31526,529,40,280,3,0,0,40.0,3263.69,39164.28
31527,529,40,391,3,0,0,40.0,2514.1,30169.2
31528,529,40,1093,3,0,0,40.0,3446.51,41358.12
31529,529,40,1055,3,1,0,40.0,2164.09,25969.08
31530,529,40,236,3,1,0,40.0,2844.05,34128.6
31531,529,40,49,3,1,0,40.0,2540.28,30483.36
31532,529,40,1344,3,0,0,40.0,3252.21,39026.52
31533,529,40,1343,3,0,0,40.0,2665.22,31982.64
31534,529,40,701,3,0,0,40.0,4558.81,54705.72
31535,529,40,1262,3,0,0,40.0,5573.96,66887.52
31536,529,40,855,3,0,0,40.0,5963.52,71562.24
31537,529,40,675,3,0,0,40.0,4759.13,57109.56
31538,529,40,909,5,0,0,40.0,3520.33,42243.96
31539,529,40,49,3,0,0,40.0,3443.07,41316.84
31540,529,40,230,3,0,0,40.0,3191.3,38295.6
31541,529,40,805,3,1,0,40.0,2909.83,34917.96
31542,529,40,393,3,1,0,40.0,2801.05,33612.6
31543,529,40,1054,3,1,0,40.0,1962.85,23554.2
31544,529,40,394,3,0,0,40.0,1962.84,23554.08
31545,529,40,391,3,1,0,40.0,2239.83,26877.96
31546,529,40,289,3,0,0,40.0,2031.33,24375.96
31547,529,40,1344,3,0,0,40.0,3017.15,36205.8
31548,529,40,163,2,0,0,40.0,5089.1,61069.2
31549,529,40,673,3,0,0,40.0,3129.94,37559.28
31550,529,40,903,3,0,4,19.0,2303.49,27641.88
31551,529,40,1343,3,0,0,40.0,2632.29,31587.48
31552,529,40,595,3,0,0,40.0,2415.29,28983.48
31553,529,40,1344,3,0,0,40.0,3356.66,40279.92
31554,529,40,1343,3,0,0,40.0,2812.3,33747.6
31555,529,40,235,3,0,0,40.0,2266.93,27203.16
31556,529,40,858,3,0,0,40.0,7933.06,95196.72
31557,529,40,1343,3,0,0,40.0,2659.78,31917.36
31558,529,40,391,3,0,0,40.0,2164.1,25969.2
31559,529,40,1011,3,0,0,40.0,6011.98,72143.76
31560,529,40,856,3,1,0,40.0,6315.86,75790.32
31562,529,40,915,3,1,0,40.0,2075.83,24909.96
31563,529,40,321,3,0,0,40.0,1648.08,19776.96
31564,529,40,1009,3,0,0,40.0,4023.16,48277.92
31565,529,40,391,2,1,0,40.0,2239.83,26877.96
31566,529,40,904,5,1,0,40.0,4737.25,56847.0
31567,529,40,1344,5,0,0,40.0,3422.13,41065.56
31568,529,40,1122,2,0,0,40.0,2110.17,25322.04
31570,529,40,1343,5,0,0,40.0,3237.6,38851.2
31571,529,40,1296,2,1,0,40.0,7005.0,84060.0
31574,529,40,393,3,1,0,40.0,2706.35,32476.2
31576,529,40,1343,3,1,0,40.0,2632.29,31587.48
31577,529,40,328,3,0,0,40.0,3081.33,36975.96
31578,529,40,905,3,0,0,40.0,4925.73,59108.76
31580,529,40,1344,3,0,0,40.0,3099.44,37193.28
31582,529,40,1094,2,1,0,40.0,4781.02,57372.24
31583,529,40,1123,5,0,0,40.0,2075.83,24909.96
31585,529,40,64,2,0,0,40.0,2660.21,31922.52
31586,529,40,1054,5,1,0,40.0,2034.65,24415.8
31587,529,40,604,2,0,0,40.0,2453.25,29439.0
31588,529,40,1343,2,0,0,40.0,2632.29,31587.48
31589,529,40,1035,5,1,0,40.0,7000.0,84000.0
31591,529,40,377,5,1,0,40.0,17083.33,204999.96
31592,529,40,853,2,1,0,40.0,4301.16,51613.92
31593,529,40,1124,2,1,0,40.0,2543.65,30523.8
31594,529,40,1054,5,0,0,40.0,2034.65,24415.8
31595,529,40,1055,3,0,0,40.0,2105.47,25265.64
31596,529,40,1382,5,1,0,40.0,2320.0,27840.0
31597,529,40,855,2,0,0,40.0,5398.86,64786.32
31598,529,40,702,2,0,0,40.0,5424.92,65099.04
31599,529,40,1343,2,0,0,40.0,2907.82,34893.84
31600,529,40,1343,2,0,0,40.0,2628.99,31547.88
31601,529,40,1297,5,0,0,40.0,7226.08,86712.96
31602,529,40,51,2,0,0,40.0,2816.7,33800.4
31603,529,40,48,5,0,0,40.0,2031.29,24375.48
31604,529,40,1198,5,1,0,40.0,2405.66,28867.92
31605,529,40,904,5,0,0,40.0,5311.71,63740.52
31606,529,40,696,2,0,0,40.0,3218.61,38623.32
31607,529,40,1124,5,0,0,40.0,2690.09,32281.08
31608,529,40,801,5,1,0,40.0,1981.75,23781.0
31609,529,40,1057,5,1,0,40.0,3072.32,36867.84
31610,529,40,288,5,1,0,40.0,1851.91,22222.92
31611,529,40,732,5,1,0,40.0,1942.73,23312.76
31612,529,40,507,5,0,0,40.0,4417.4,53008.8
31613,529,40,853,5,0,0,40.0,5807.29,69687.48
31614,529,40,393,5,0,0,40.0,2706.35,32476.2
31615,529,40,636,5,1,0,40.0,2686.17,32234.04
31616,529,40,1382,2,1,0,40.0,2638.51,31662.12
31617,529,40,1062,5,0,0,40.0,6666.0,79992.0
31618,529,40,1343,5,0,0,40.0,2795.86,33550.32
31620,529,40,1009,2,0,0,40.0,4023.17,48278.04
31621,529,40,903,1,0,0,40.0,5159.26,61911.12
31623,529,40,1344,2,1,0,40.0,3749.58,44994.96
31624,529,40,397,5,0,0,40.0,6363.0,76356.0
31625,529,40,804,5,1,0,40.0,2691.81,32301.72
31626,529,40,597,3,1,0,40.0,3107.18,37286.16
31627,529,40,804,5,1,0,40.0,2595.33,31143.96
31629,529,40,394,2,0,0,40.0,2411.81,28941.72
31630,529,40,289,5,0,0,40.0,1981.75,23781.0
31631,529,40,393,2,0,0,40.0,2706.35,32476.2
31632,529,40,1343,5,0,0,40.0,2717.2,32606.4
31635,529,40,391,2,1,0,40.0,2164.09,25969.08
31638,529,40,802,5,1,0,40.0,2194.33,26331.96
31639,529,40,785,2,0,0,40.0,3496.53,41958.36
31640,529,40,438,2,0,0,40.0,4828.59,57943.08
31641,529,40,1047,5,0,0,40.0,4023.16,48277.92
31642,529,40,1054,2,0,0,40.0,2155.63,25867.56
31643,529,40,399,5,1,0,40.0,9964.0,119568.0
31644,529,40,1380,5,1,0,40.0,1962.66,23551.92
31645,529,40,700,5,0,0,40.0,5000.0,60000.0
31646,529,40,543,2,0,0,40.0,1648.08,19776.96
31648,529,40,1343,2,0,0,40.0,2973.22,35678.64
31649,529,40,1260,2,0,0,40.0,3791.67,45500.04
31650,529,40,394,2,0,0,40.0,2260.66,27127.92
31652,529,40,394,2,1,0,40.0,1962.84,23554.08
31654,529,40,1054,2,0,0,40.0,1962.85,23554.2
31656,529,40,394,2,1,0,40.0,2031.53,24378.36
31658,529,40,1056,2,0,0,40.0,2599.74,31196.88
31659,529,40,391,2,0,0,40.0,2164.1,25969.2
31660,529,40,903,2,0,0,40.0,5222.88,62674.56
31661,529,40,280,2,0,0,40.0,3400.0,40800.0
31665,529,40,783,2,0,0,40.0,3072.86,36874.32
31666,529,40,903,2,1,0,40.0,4896.08,58752.96
31668,529,40,903,2,0,0,40.0,4896.08,58752.96
31670,529,40,381,2,0,0,40.0,3750.0,45000.0
31671,529,40,1008,2,0,0,40.0,4026.58,48318.96
31672,529,40,140,2,0,0,40.0,7708.33,92499.96
31673,529,40,903,2,0,0,40.0,4669.25,56031.0
31675,529,40,50,5,0,0,40.0,2693.68,32324.16
31677,529,40,1342,1,0,0,40.0,2460.08,29520.96
31678,529,40,783,2,0,0,40.0,3304.02,39648.24
31680,529,40,394,2,1,0,40.0,2102.63,25231.56
31684,529,40,903,2,1,0,40.0,3608.34,43300.08
31685,529,40,903,2,0,0,40.0,4070.54,48846.48
31686,529,40,783,2,1,0,40.0,3072.86,36874.32
31692,529,40,392,2,1,0,40.0,2492.86,29914.32
31694,529,40,1344,2,1,0,40.0,3054.3,36651.6
31695,529,40,394,2,0,0,40.0,2260.64,27127.68
31696,529,40,1090,2,1,0,40.0,4123.73,49484.76
31697,529,40,507,2,0,0,40.0,4301.16,51613.92
31699,529,40,1343,2,0,0,40.0,2723.59,32683.08
31702,529,40,1008,2,1,0,40.0,4500.0,54000.0
31703,529,40,904,2,0,0,40.0,5283.48,63401.76
31704,529,40,856,2,1,0,40.0,7148.01,85776.12
31705,529,40,1054,2,1,1,8.0,392.56,4710.72
31706,529,40,230,0,0,0,40.0,3191.3,38295.6
31707,529,40,903,2,0,0,40.0,4538.44,54461.28
31708,529,40,783,2,0,0,40.0,2771.08,33252.96
31709,529,40,391,2,0,0,40.0,2255.42,27065.04
31712,529,40,785,2,1,0,40.0,3795.84,45550.08
31713,529,40,525,2,1,0,40.0,4288.68,51464.16
31715,529,40,785,5,0,0,40.0,3496.53,41958.36
31716,529,40,821,5,0,0,40.0,6683.25,80199.0
31717,529,40,858,5,1,0,40.0,6765.7,81188.4
31718,529,40,282,3,0,0,40.0,4026.58,48318.96
31720,529,40,152,5,0,0,40.0,5552.08,66624.96
31721,529,40,394,2,0,0,40.0,2031.53,24378.36
31722,529,40,1057,2,1,0,40.0,2706.34,32476.08
31723,529,40,394,2,1,0,40.0,2312.84,27754.08
31724,529,40,50,5,0,0,40.0,2784.77,33417.24
31725,529,40,597,5,0,0,40.0,3608.41,43300.92
31726,529,40,232,2,0,0,40.0,3979.82,47757.84
31728,529,40,783,2,0,0,40.0,3012.72,36152.64
31729,529,40,855,2,0,0,40.0,5210.35,62524.2
31730,529,40,1343,3,0,0,40.0,3352.39,40228.68
31731,529,40,168,1,0,0,40.0,6598.32,79179.84
31732,529,40,1343,5,1,0,40.0,3556.48,42677.76
31733,529,40,1056,2,0,0,40.0,2408.59,28903.08
31735,529,40,394,2,1,0,40.0,2036.59,24439.08
31736,529,40,10,1,1,0,40.0,2194.33,26331.96
31739,529,40,1054,2,0,0,40.0,2317.74,27812.88
31742,529,40,394,2,0,0,40.0,2339.75,28077.0
31749,529,40,1009,2,1,0,40.0,5291.66,63499.92
31750,529,40,391,2,1,0,40.0,2418.89,29026.68
31752,529,40,527,2,1,0,40.0,5774.09,69289.08
31753,529,40,392,2,0,0,40.0,2408.59,28903.08
31754,529,40,1088,2,1,0,40.0,3520.33,42243.96
31755,529,40,231,5,0,0,40.0,3653.72,43844.64
31758,529,40,856,1,1,0,40.0,5468.2,65618.4
31760,529,40,1056,1,1,0,40.0,2492.86,29914.32
31761,529,40,321,1,0,0,40.0,1706.94,20483.28
31762,529,40,394,5,0,0,40.0,1962.84,23554.08
31763,529,40,945,1,1,0,40.0,2327.9,27934.8
31764,529,40,1382,3,1,0,40.0,2401.2,28814.4
31766,529,40,903,2,0,0,40.0,4472.09,53665.08
31767,529,40,804,3,1,0,40.0,3266.29,39195.48
31768,529,40,1055,3,1,0,40.0,2302.56,27630.72
31770,529,40,1056,5,0,0,40.0,2463.74,29564.88
31771,529,40,783,2,0,0,40.0,3027.58,36330.96
31772,529,40,393,3,1,0,40.0,3056.35,36676.2
31773,529,40,1123,5,1,0,40.0,2100.24,25202.88
31774,529,40,236,0,1,0,40.0,2402.93,28835.16
31775,529,40,543,3,1,0,40.0,1807.74,21692.88
31777,529,40,1056,3,0,0,40.0,2900.54,34806.48
31778,529,40,1057,3,0,0,40.0,3056.36,36676.32
31779,529,40,49,3,1,0,40.0,2409.37,28912.44
31780,529,40,1054,3,1,0,40.0,2317.74,27812.88
31783,529,40,1124,3,1,0,40.0,2407.3,28887.6
31784,529,40,1342,3,1,0,40.0,2460.08,29520.96
31785,529,40,1295,3,1,0,40.0,4050.12,48601.44
31788,529,40,1005,3,0,0,40.0,3297.02,39564.24
31789,529,40,66,3,1,0,40.0,4098.31,49179.72
31791,529,40,731,3,0,0,40.0,1668.45,20021.4
31792,529,40,1056,3,1,0,40.0,2758.59,33103.08
31793,529,40,1343,3,0,0,40.0,2632.28,31587.36
31796,529,40,1343,3,0,0,40.0,3012.61,36151.32
31797,529,40,1054,3,1,0,40.0,1962.83,23553.96
31798,529,40,1124,3,0,0,40.0,2801.4,33616.8
31799,529,40,854,3,0,0,40.0,4598.66,55183.92
31800,529,40,1090,3,0,0,40.0,4417.44,53009.28
31801,529,40,1343,3,0,0,40.0,2743.71,32924.52
31802,529,40,236,3,0,0,40.0,2194.33,26331.96
31803,529,40,394,3,1,0,40.0,1962.84,23554.08
31804,529,40,394,3,1,0,40.0,1962.85,23554.2
31805,529,40,391,3,0,0,40.0,2466.02,29592.24
31807,529,40,1348,3,1,0,40.0,4023.17,48278.04
31808,529,40,1120,5,0,0,40.0,7800.0,93600.0
31809,529,40,1054,4,1,0,40.0,2312.85,27754.2
31810,529,40,784,3,1,0,40.0,3767.61,45211.32
31812,529,40,51,3,0,0,40.0,2748.0,32976.0
31813,529,40,235,3,0,0,40.0,2166.49,25997.88
31814,529,40,1055,5,0,0,40.0,2105.47,25265.64
31818,529,40,545,3,0,0,40.0,2461.23,29534.76
31819,529,40,232,3,1,0,40.0,4227.91,50734.92
31820,529,40,904,3,0,0,40.0,4720.75,56649.0
31821,529,40,1123,3,0,0,40.0,2075.83,24909.96
31822,529,40,1343,3,0,0,40.0,2900.71,34808.52
31823,529,40,597,3,0,0,40.0,2961.02,35532.24
31825,529,40,1054,5,0,0,40.0,1967.74,23612.88
31826,529,40,701,3,0,0,40.0,4602.25,55227.0
31827,529,40,1344,3,0,0,40.0,3436.57,41238.84
31828,529,40,597,3,0,0,40.0,2771.83,33261.96
31829,529,40,236,3,1,0,40.0,2795.26,33543.12
31830,529,40,1344,3,0,0,40.0,3602.3,43227.6
31832,529,40,543,3,1,0,40.0,1648.08,19776.96
31833,529,40,1343,3,0,0,40.0,2946.72,35360.64
31835,529,40,1124,5,0,0,40.0,2396.62,28759.44
31836,529,40,1123,2,1,0,40.0,2588.22,31058.64
31838,529,40,1115,3,0,0,40.0,3817.4,45808.8
31839,529,40,326,3,1,0,40.0,2600.0,31200.0
31841,529,40,392,3,0,0,40.0,2649.43,31793.16
31842,529,40,235,3,0,0,40.0,2166.5,25998.0
31843,529,40,399,3,1,0,40.0,7699.18,92390.16
31844,529,40,910,3,0,0,40.0,4184.08,50208.96
31845,529,40,1343,3,0,0,40.0,2904.36,34852.32
31846,529,40,597,3,0,0,40.0,3176.7,38120.4
31847,529,40,393,3,0,0,40.0,3056.35,36676.2
31848,529,40,394,3,1,0,40.0,2312.84,27754.08
31850,529,40,322,3,0,0,40.0,2144.1,25729.2
31853,529,40,235,3,0,0,40.0,2175.9,26110.8
31856,529,40,858,3,1,0,40.0,6325.6,75907.2
31857,529,40,1343,0,0,0,40.0,2833.38,34000.56
31858,529,40,821,3,0,0,40.0,7708.34,92500.08
31859,529,40,597,3,0,0,40.0,3484.25,41811.0
31860,529,40,1343,3,0,0,40.0,3012.52,36150.24
31861,529,40,1056,3,1,0,40.0,2408.59,28903.08
31862,529,40,806,3,1,0,40.0,2748.0,32976.0
31864,529,40,1343,3,1,0,40.0,3163.23,37958.76
31865,529,40,48,1,0,0,40.0,2105.47,25265.64
31866,529,40,1054,1,0,0,40.0,1967.73,23612.76
31868,529,40,1056,1,1,0,40.0,2580.12,30961.44
31871,529,40,903,2,0,0,40.0,5422.59,65071.08
31873,529,40,235,2,0,0,40.0,1981.75,23781.0
31875,529,40,1303,5,1,0,40.0,3200.0,38400.0
31876,529,40,903,2,0,0,40.0,4641.91,55702.92
31877,529,40,1343,5,0,0,40.0,2819.77,33837.24
31878,529,40,941,1,0,0,40.0,6666.67,80000.04
31879,529,40,394,1,1,0,40.0,2503.04,30036.48
31880,529,40,543,1,0,0,40.0,1648.08,19776.96
31881,529,40,1009,1,1,0,40.0,4583.0,54996.0
31882,529,40,162,1,1,0,40.0,4304.78,51657.36
31883,529,40,1036,1,1,0,40.0,8746.4,104956.8
31884,529,40,152,1,0,0,40.0,5552.08,66624.96
31886,529,40,597,3,0,0,40.0,2724.4,32692.8
31888,529,40,1119,5,0,0,40.0,6833.33,81999.96
31889,529,40,1083,5,1,0,40.0,2898.39,34780.68
31890,529,40,235,2,0,0,40.0,2490.69,29888.28
31891,529,40,1122,5,1,0,40.0,2031.54,24378.48
31898,529,40,783,2,0,0,40.0,3357.54,40290.48
31902,529,40,391,2,1,0,40.0,2514.1,30169.2
31908,529,40,785,2,0,0,40.0,4333.33,51999.96
31909,529,40,236,2,0,0,40.0,2249.18,26990.16
31912,529,40,394,2,0,0,40.0,2339.76,28077.12
31914,529,40,394,2,0,0,40.0,2036.6,24439.2
31917,529,40,1123,2,0,0,40.0,2545.38,30544.56
31919,529,40,394,5,0,0,40.0,2031.52,24378.24
31922,529,40,1343,0,1,0,40.0,2737.58,32850.96
31923,529,40,783,5,0,0,40.0,3538.88,42466.56
31926,529,40,821,1,0,0,40.0,7577.41,90928.92
31928,529,40,1123,5,0,0,40.0,2100.23,25202.76
31929,529,40,674,5,1,0,40.0,3499.74,41996.88
31930,529,40,20,5,0,0,40.0,3520.33,42243.96
31931,529,40,1294,5,1,0,40.0,3633.44,43601.28
31932,529,40,1344,2,1,0,40.0,3334.0,40008.0
31933,529,40,785,2,1,0,40.0,4243.65,50923.8
31934,529,40,1054,2,0,0,40.0,2339.78,28077.36
31936,529,40,1343,2,1,0,40.0,3865.66,46387.92
31937,529,40,1007,2,0,0,40.0,3726.1,44713.2
31938,529,40,1343,2,1,0,40.0,2632.29,31587.48
31943,529,40,903,2,0,0,40.0,5046.26,60555.12
31945,529,40,1343,5,0,0,40.0,2711.25,32535.0
31946,529,40,1016,5,1,0,40.0,4417.4,53008.8
31947,529,40,853,5,0,0,40.0,4562.99,54755.88
31949,529,40,905,2,0,0,40.0,4754.05,57048.6
31952,529,40,1008,2,0,0,40.0,3860.92,46331.04
31953,529,40,903,2,0,0,40.0,5211.46,62537.52
31955,529,40,394,2,1,0,40.0,2036.6,24439.2
31956,529,40,394,2,0,0,40.0,1967.73,23612.76
31957,529,40,854,2,0,0,40.0,4598.66,55183.92
31958,529,40,1297,5,0,0,40.0,6492.2,77906.4
31959,529,40,394,2,0,0,40.0,2031.52,24378.24
31960,529,40,903,2,0,0,40.0,5349.67,64196.04
31961,529,40,1009,2,0,0,40.0,4413.18,52958.16
31962,529,40,904,2,0,0,40.0,5386.84,64642.08
31965,529,40,759,5,0,0,40.0,3000.0,36000.0
31966,529,40,231,5,0,0,40.0,3414.69,40976.28
31967,529,40,394,2,1,0,40.0,2639.75,31677.0
31968,529,40,783,2,0,0,40.0,2600.08,31200.96
31971,529,40,394,2,0,0,40.0,2102.63,25231.56
31972,529,40,235,3,0,0,40.0,2051.11,24613.32
31973,529,40,783,5,0,0,40.0,3347.06,40164.72
31974,529,40,64,3,0,0,40.0,2758.64,33103.68
31975,529,40,1344,3,1,0,40.0,3331.94,39983.28
31977,529,40,394,3,0,0,40.0,2031.53,24378.36
31978,529,40,733,3,0,0,40.0,1892.08,22704.96
31980,529,40,1344,3,0,0,40.0,3617.27,43407.24
31981,529,40,232,3,0,0,40.0,3951.32,47415.84
31982,529,40,277,3,0,0,40.0,5644.34,67732.08
31983,529,40,49,3,0,0,40.0,2271.13,27253.56
31985,529,40,1096,3,0,0,40.0,5250.0,63000.0
31986,529,40,673,3,0,0,40.0,2816.7,33800.4
31987,529,40,675,3,1,0,40.0,3520.33,42243.96
31989,529,40,1181,3,1,0,40.0,2982.57,35790.84
31990,529,40,721,3,1,0,40.0,3151.33,37815.96
31991,529,40,1343,3,0,0,40.0,2819.77,33837.24
31992,529,40,280,3,0,0,40.0,3497.8,41973.6
31994,529,40,1123,3,0,0,40.0,2177.06,26124.72
31995,529,40,234,3,0,0,40.0,2136.7,25640.4
31996,529,40,1009,3,0,0,40.0,5670.32,68043.84
31997,529,40,1008,3,1,0,40.0,4200.0,50400.0
31998,529,40,1343,3,1,0,40.0,3670.04,44040.48
32001,529,40,394,5,0,0,40.0,2260.66,27127.92
32003,529,40,1344,3,0,0,40.0,2816.55,33798.6
32004,529,40,1296,3,1,0,40.0,5204.66,62455.92
32005,529,40,1054,3,0,0,40.0,1962.85,23554.2
32007,529,40,68,3,0,0,40.0,3218.85,38626.2
32008,529,40,1054,3,0,1,24.0,1177.71,14132.52
32009,529,40,321,3,0,0,40.0,1670.25,20043.0
32010,529,40,802,3,1,0,40.0,2194.33,26331.96
32012,529,40,733,5,0,0,40.0,1958.3,23499.6
32013,529,40,785,5,0,0,40.0,3781.72,45380.64
32014,529,40,281,3,0,0,40.0,3520.33,42243.96
32015,529,40,903,1,0,0,40.0,5170.68,62048.16
32016,529,40,18,0,1,0,40.0,3500.0,42000.0
32017,529,40,858,5,1,0,40.0,7381.87,88582.44
32018,529,40,897,2,1,0,40.0,3253.11,39037.32
32020,529,40,904,5,0,0,40.0,5583.33,66999.96
32022,529,40,1296,2,1,0,40.0,4602.24,55226.88
32023,529,40,1128,5,0,0,40.0,3337.08,40044.96
32024,529,40,49,5,0,0,40.0,3185.69,38228.28
32026,529,40,1348,3,0,0,40.0,4023.17,48278.04
32027,529,40,903,3,0,0,40.0,5250.0,63000.0
32028,529,40,783,3,0,0,40.0,3354.47,40253.64
32032,529,40,1343,3,0,0,40.0,2737.58,32850.96
32033,529,40,235,3,0,0,40.0,2428.38,29140.56
32034,529,40,50,3,0,0,40.0,2526.84,30322.08
32037,529,40,1343,3,1,0,40.0,2917.73,35012.76
32038,529,40,235,3,1,0,40.0,2031.29,24375.48
32041,529,40,858,3,0,0,40.0,5784.58,69414.96
32042,529,40,393,2,1,0,40.0,2706.35,32476.2
32043,529,40,858,5,1,0,40.0,6469.03,77628.36
32046,529,40,903,5,0,0,40.0,4803.51,57642.12
32048,529,40,289,3,0,0,40.0,1981.75,23781.0
32050,529,40,1343,3,0,0,40.0,3248.9,38986.8
32051,529,40,49,3,0,0,40.0,2271.29,27255.48
32052,529,40,391,5,1,0,40.0,2249.8,26997.6
32053,529,40,25,3,0,0,40.0,2705.86,32470.32
32054,529,40,50,3,0,0,40.0,3103.53,37242.36
32055,529,40,52,5,0,0,40.0,4642.02,55704.24
32056,529,40,783,3,0,0,40.0,3258.39,39100.68
32057,529,40,1348,3,0,0,40.0,4638.26,55659.12
32058,529,40,1197,3,0,0,40.0,2024.53,24294.36
32059,529,40,391,3,1,0,40.0,2514.1,30169.2
32060,529,40,783,3,1,0,40.0,3244.74,38936.88
32062,529,40,49,3,0,0,40.0,2921.3,35055.6
32063,529,40,1008,3,1,0,40.0,4592.75,55113.0
32064,529,40,1199,3,0,0,40.0,2754.22,33050.64
32065,529,40,604,3,1,0,40.0,3002.79,36033.48
32066,529,40,604,3,0,0,40.0,2602.59,31231.08
